,IP,request_url,timestamp
0,127.0.0.1,http://127.0.0.1:5000/movies/Avatar,1574638785.9475183
0,127.0.0.1,http://127.0.0.1:5000/token?username=admin&password=admin,1574639508.7264967
0,127.0.0.1,http://127.0.0.1:5000/visit_report,1574639826.3806913
0,127.0.0.1,http://127.0.0.1:5000/movies/Avatar,1574641316.8048556
0,127.0.0.1,http://127.0.0.1:5000/movielist?year=2015&genre=Crime,1574641328.4116037
0,127.0.0.1,http://127.0.0.1:5000/movielist?rating=8&year=2015,1574641435.9124074
0,127.0.0.1,http://127.0.0.1:5000/movielist?rating=8&genre=Crime,1574641446.7036796
0,127.0.0.1,http://127.0.0.1:5000/token?username=admin&password=admin,1574641496.779154
0,127.0.0.1,http://127.0.0.1:5000/,1574642396.467457
0,127.0.0.1,http://127.0.0.1:5000/swagger.json,1574642397.1175
0,127.0.0.1,http://127.0.0.1:5000/movielist?rating=8&year=2015,1574642410.795825
0,127.0.0.1,http://127.0.0.1:5000/movielist?year=2015&genre=Crime,1574642422.0043786
0,127.0.0.1,http://127.0.0.1:5000/movies/Avatar,1574642431.2445915
0,127.0.0.1,http://127.0.0.1:5000/token?username=admin&password=admin,1574642449.4700246
0,127.0.0.1,http://127.0.0.1:5000/visit_report,1574642455.1591349
0,127.0.0.1,http://127.0.0.1:5000/movies/Avatar,1574642477.1005182
0,127.0.0.1,http://127.0.0.1:5000/movielist?rating=5&year=2015,1574642499.297004
0,127.0.0.1,http://127.0.0.1:5000/movielist?rating=5&year=2015,1574642549.665499
0,127.0.0.1,http://127.0.0.1:5000/,1574642561.5570235
0,127.0.0.1,http://127.0.0.1:5000/swagger.json,1574642561.7239847
0,127.0.0.1,http://127.0.0.1:5000/swaggerui/favicon-32x32.png,1574642561.7337365
0,127.0.0.1,http://127.0.0.1:5000/movielist?rating=8,1574642569.262903
0,127.0.0.1,http://127.0.0.1:5000/movies/Avatar,1574642585.1044834
0,127.0.0.1,http://127.0.0.1:5000/token?username=admin&password=admin,1574642596.2056146
0,127.0.0.1,http://127.0.0.1:5000/swaggerui/swagger-ui-bundle.js.map,1574642606.2634382
0,127.0.0.1,http://127.0.0.1:5000/swaggerui/swagger-ui-standalone-preset.js.map,1574642606.2651734
0,127.0.0.1,http://127.0.0.1:5000/swaggerui/swagger-ui.css.map,1574642606.2688692
0,127.0.0.1,http://127.0.0.1:5000/movielist?rating=8,1574642614.072852
0,127.0.0.1,http://127.0.0.1:5000/movielist?rating=8&year=2015,1574642621.9249847
0,127.0.0.1,http://127.0.0.1:5000/movies/Avatar,1574642626.8691993
